"","Ticker_x","SimFinId","Report.Date","Fiscal.Year","Current.Ratio","Quick.Ratio","Total.Debt.Ratio","Debt.to.Asset.Ratio","Cash.Coverage.Ratio","Interest.Coverage.Ratio","Current.Ratio.T","Current.Ratio.out","Quick.Ratio.T","Quick.Ratio.Out","Total.Debt.Ratio.T","Total.Debt.Ratio.out","Debt.to.Asset.Ratio.T","Debt.to.Asset.Ratio.out","Cash.Coverage.Ratio.T","Cash.Coverage.Ratio.out","Interest.Coverage.Ratio.T","Interest.Coverage.Ratio.out"
"675","AMKR",693881,"12/31/12",2012,1.67233,1.230024,0.779588,0.436333,8.109707,4.327109,0.514217863608978,0,0.207033681389088,0,-0.248989703976176,0,-0.829349565682579,0,8.32781311143672,0,8.66601434175466,0
"676","AMKR",693881,"12/31/13",2013,1.783691,1.4415,0.718455,0.460345,9.015929,5.141377,0.578684812877851,0,0.36568423809632,0,-0.330652205904595,0,-0.77577907060845,0,8.32803212134449,0,8.66615466663725,0
"677","AMKR",693881,"12/31/14",2014,1.709913,1.312649,0.688911,0.400457,9.256566,5.029083,0.536442492027298,0,0.272047232849826,0,-0.37264318902607,0,-0.915148884030601,0,8.32809026888937,0,8.66613531589613,0
"678","AMKR",693881,"12/31/15",2015,1.293951,1.030575,0.697614,0.375529,11.270087,5.54859,0.257700328282908,0,0.0301168989038107,0,-0.360089337781403,0,-0.979419580400538,0,8.32857668380844,0,8.66622483530744,0
"679","AMKR",693881,"12/31/16",2016,1.401761,1.106362,0.657044,0.342082,14.776788,8.217175,0.337729303324545,0,0.101077155153135,0,-0.42000429165932,0,-1.07270480457695,0,8.32942324820414,0,8.66668454915543,0
"680","AMKR",693881,"12/31/17",2017,1.247292,1.058092,0.618553,0.302642,15.653424,8.851404,0.220974801275033,0,0.0564672861773476,0,-0.480372399632516,0,-1.19520469016744,0,8.3296347679011,0,8.66679377592806,0
"681","AMKR",693881,"12/31/18",2018,1.442658,1.213741,0.58716,0.296369,16.245611,9.000646,0.366487245464311,0,0.193707325559861,0,-0.532457923893105,0,-1.21614997942401,0,8.32977762881732,0,8.66681947661709,0
"682","AMOT",126799,"12/31/11",2011,2.122337,1.21313,0.38109,8.651946,127.642857,101.797619,0.752517840023524,0,0.193203796519455,0,-0.964719711278658,0,2.15778426673985,0,8.35629479684804,0,8.68267332744108,0
"683","AMOT",126799,"12/31/12",2012,3.097506,1.701102,0.30861,8.313667,699.538462,561.230769,1.13059727156529,0,0.531276276342544,0,-1.17567693517109,0,2.11790078710553,0,8.48235087915716,0,8.7576627007489,0
"684","AMOT",126799,"12/31/13",2013,1.522509,0.840095,0.719243,0.512613,8.224221,6.208304,0.420359631914493,0,-0.174240298301467,0,-0.329556008957937,0,-0.668234104468559,0,8.32784078909189,0,8.66633850309128,0
"685","AMOT",126799,"12/31/14",2014,1.91612,1.136333,0.665126,0.447974,4.882207,3.752914,0.650302308067629,0,0.127806411146458,0,-0.407778782589944,0,-0.803020083965575,0,8.32703272013674,0,8.66591537742499,0
"686","AMOT",126799,"12/31/15",2015,2.175098,1.294488,0.601615,0.415537,4.809065,3.569484,0.777073720996854,0,0.258115250178076,0,-0.508137573146703,0,-0.878183619313144,0,8.32701502775455,0,8.6658837606184,0
"687","AMOT",126799,"12/31/16",2016,3.054436,1.675679,0.59823,0.396951,4.506125,2.994418,1.11659496019543,0,0.516218456269867,0,-0.513779983592427,0,-0.923942431605219,0,8.32694174600038,0,8.66578463321771,0
"688","AMOT",126799,"12/31/17",2017,2.773752,1.576092,0.535195,0.282857,11.837914,7.685125,1.02020091630992,0,0.454948365366414,0,-0.625124112513701,0,-1.2628138093995,0,8.32871381345786,0,8.66659291042361,0
"689","AMOT",126799,"12/31/18",2018,2.487026,1.164413,0.643138,0.429427,13.168086,8.882266,0.911087619129307,0,0.152217097375273,0,-0.441395958798314,0,-0.845303517079197,0,8.32903497505572,0,8.66679909067022,0
"704","AMSC",33387,"3/31/14",2013,1.50689,0.72855,0.422765,0.083117,-2.459526,-3.33282,0.410047924279532,0,-0.316699021522273,0,-0.860938809869582,0,-2.48750602523905,0,8.32525525889749,0,8.66469332185536,0
"705","AMSC",33387,"3/31/15",2014,1.741479,1.059554,0.33381,0.074892,-15.201913,-20.278427,0.554734752181016,0,0.0578480648648916,0,-1.09718331014442,0,-2.59170820324223,0,8.3221627587688,0,8.66176469243003,0
"706","AMSC",33387,"3/31/16",2015,2.03236,1.428878,0.382573,0.029493,-10.961427,-18.648987,0.709197679378638,0,0.356889520915446,0,-0.960835794251826,0,-3.52360233192924,0,8.3231929611403,0,8.6620466738745,0
"707","AMSC",33387,"3/31/17",2016,1.728901,1.078313,0.399206,5.137376,-52.279373,-71.911227,0.547485946530878,0,0.0753977828473126,0,-0.918277704597658,0,1.63654244327803,0,8.31310949823112,0,8.65278798903072,0
"708","AMSWA",196458,"4/30/17",2017,2.562791,5.491952,0.302634,3.472778,72.31921174,48.54982858,0.941096898992577,0,1.7032837478821,0,-1.19523112438918,0,1.24495485003732,0,8.34321335633506,0,8.67360699334915,0
"709","AMSWA",196458,"4/30/18",2018,2.331266,4.971107,0.309152,3.181912,72.31921174,48.54982858,0.846411467657214,0,1.60364255172498,0,-1.17392221364704,0,1.15748227397063,0,8.34321335633506,0,8.67360699334915,0
"772","ANET",536189,"12/31/14",2014,4.706413,3.784911,0.314868,0.722648,21.581847,19.986146,1.54892604676045,0,1.33102237274242,0,-1.15560177560054,0,-0.324833035682619,0,8.33106403819856,0,8.66870945782165,0
"773","ANET",536189,"12/31/15",2015,4.145883,3.538511,0.320494,0.539106,51.706536,47.369289,1.42211579364434,0,1.26370601719073,0,-1.13789172354548,0,-0.617843066925903,0,8.33829533570339,0,8.67340505223544,0
"774","ANET",536189,"12/31/16",2016,3.320892,2.439222,0.359274,0.410276,83.915179,77.617666,1.20023342154061,0,0.891679136001841,0,-1.0236699504089,0,-0.89092517502986,0,8.34596946818884,0,8.6785664681244,0
"775","ANET",536189,"12/31/17",2017,4.277048,3.364567,0.324661,0.312605,176.58705,169.16259,1.45326305200153,0,1.21329927725387,0,-1.1249737179588,0,-1.16281486624104,0,8.36772683466298,0,8.69402681534928,0
"776","ANET",536189,"12/31/18",2018,4.476149,3.772315,0.304542,0.264875,261.391337,251.146612,1.4987630785462,0,1.32768887135867,0,-1.18894627030931,0,-1.32849726239367,0,8.38723058583185,0,8.7076724852078,0
"785","ANGI",647538,"12/31/17",2017,1.534006,1.459334,0.301833,0.185422,-14.227896,-19.114659,0.42788261428031,0,0.37798016726206,0,-1.19788139468962,0,-1.68512097053853,0,8.32239948466418,0,8.66196609549108,0
"786","ANGI",647538,"12/31/18",2018,2.356063,1.934008,0.258778,0.143096,12.812197,5.442978,0.856992005669518,0,0.659594533527201,0,-1.35178472769673,0,-1.94423954529119,0,8.32894905801855,0,8.66620663731025,0
"795","ANSS",126145,"12/31/10",2010,2.295132,1.764909,0.280668,0.075004,108.68995,85.086535,0.830790358198377,0,0.568099130982443,0,-1.27058280282538,0,-2.59021383353466,0,8.35183256930832,0,8.67983682408825,0
"796","ANSS",126145,"12/31/11",2011,1.686681,1.269526,0.283441,0.052103,998.536145,799.876506,0.522762692618872,0,0.238643602457009,0,-1.2607512903476,0,-2.95453275030667,0,8.54242929433776,0,8.79450313472946,0
"797","ANSS",126145,"12/31/12",2012,1.913246,1.411335,0.255857,0.29838,72.31921174,48.54982858,0.648801276022316,0,0.344536064960258,0,-1.36313658432419,0,-1.20938743702743,0,8.34321335633506,0,8.67360699334915,0
"798","ANSS",126145,"12/31/13",2013,2.42398,1.909109,0.215303,0.256231,72.31921174,48.54982858,0.885410817347947,0,0.64663664107063,0,-1.53570894066338,0,-1.36167589761996,0,8.34321335633506,0,8.67360699334915,0
"799","ANSS",126145,"12/31/14",2014,2.327184,1.913685,0.194479,0.247178,72.31921174,48.54982858,0.84465895296037,0,0.649030702684007,0,-1.6374310909044,0,-1.3976465541228,0,8.34321335633506,0,8.67360699334915,0
"800","ANSS",126145,"12/31/15",2015,2.22335,1.80977,0.196152,0.249271,72.31921174,48.54982858,0.7990150674832,0,0.593199765380222,0,-1.6288654101002,0,-1.38921462093098,0,8.34321335633506,0,8.67360699334915,0
"801","ANSS",126145,"12/31/16",2016,2.169173,1.725194,0.211432,0.249801,72.31921174,48.54982858,0.77434598892224,0,0.545339507927863,0,-1.55385184519455,0,-1.38709067809611,0,8.34321335633506,0,8.67360699334915,0
"802","ANSS",126145,"12/31/17",2017,2.087355,1.653835,0.236533,0.249697,72.31921174,48.54982858,0.735897714252497,0,0.503096833463292,0,-1.44166754590051,0,-1.38750709618588,0,8.34321335633506,0,8.67360699334915,0
"803","ANSS",126145,"12/31/18",2018,2.498589,2.086762,0.18874,0.216709,72.31921174,48.54982858,0.91572617254052,0,0.735613582301241,0,-1.66738487238895,0,-1.52919983923027,0,8.34321335633506,0,8.67360699334915,0
"830","AOSL",175314,"6/30/12",2012,3.031665,1.893271,0.236958,0.060209,122.80117,48.932749,1.10911197354921,0,0.63830602098778,0,-1.43987236874135,0,-2.80993343618049,0,8.35515677372621,0,8.67367248631373,0
"831","AOSL",175314,"6/30/13",2013,3.848404,2.443476,0.21012,0.052913,82.362903,3.438172,1.34765851689743,0,0.893421615703164,0,-1.56007648289638,0,-2.93910622361678,0,8.34560096565917,0,8.66586112648699,0
"832","AOSL",175314,"6/30/14",2014,3.094151,2.096324,0.223174,0.043604,105.203008,0.406015,1.12951355509703,0,0.740185334665187,0,-1.49980354271537,0,-3.13260638971602,0,8.35100943888598,0,8.6653383337632,0
"833","AOSL",175314,"6/30/15",2015,3.221249,2.183789,0.204841,1.508985,128.889503,-23.303867,1.1697691725459,0,0.781061441493834,0,-1.58552121054069,0,0.411437239378453,0,8.35658760748133,0,8.6612409163433,0
"834","AOSL",175314,"6/30/16",2016,2.704807,1.646056,0.240078,1.653389,1271.521739,84.434783,0.995030560399909,0,0.49838212354735,0,-1.42679140844121,0,0.502827120856765,0,8.59429713697067,0,8.67972603392723,0
"835","AOSL",175314,"6/30/17",2017,2.375682,1.51847,0.250645,0.004252,443.208791,144.43956,0.865284554159404,0,0.417703248970015,0,-1.38371768360644,0,-5.46036581850244,0,8.42780636786793,0,8.68987502837909,0
"836","AOSL",175314,"6/30/18",2018,1.843884,1.068593,0.361123,0.13774,46.088916,10.255786,0.611874216431179,0,0.06634282989309,0,-1.0185366584596,0,-1.98238742886558,0,8.33695081147527,0,8.66703559582414,0
"867","APH",65820,"12/31/09",2009,2.822955,1.732999,0.452402,0.23405,16.056333,13.36339,1.03778420865546,0,0.549853433699258,0,-0.793184113883454,0,-1.45222051123606,0,8.32973196906057,0,8.66757048496759,0
"868","APH",65820,"12/31/10",2010,3.041466,2.050068,0.416634,0.199208,19.714857,17.190472,1.11233963602142,0,0.717872963331888,0,-0.875547140427341,0,-1.61340577399549,0,8.3306141500632,0,8.66822881970437,0
"869","APH",65820,"12/31/11",2011,3.395371,2.204362,0.508509,0.3098,20.37656,17.600781,1.22241303339073,0,0.790438124627592,0,-0.676272364535106,0,-1.17182835099937,0,8.33077362363363,0,8.66829937535123,0
"870","APH",65820,"12/31/12",2012,3.046564,2.085745,0.531742,0.3272,15.974832,13.931208,1.11401439819952,0,0.735126105577948,0,-0.631596869678808,0,-1.11718367425355,0,8.3297123078354,0,8.66766818841916,0
"871","APH",65820,"12/31/13",2013,1.961364,1.362321,0.533058,0.345785,16.341195,14.194969,0.673640149570872,0,0.309189862777871,0,-0.629125042725286,0,-1.06193808434874,0,8.32980068586696,0,8.66771357006696,0
"872","APH",65820,"12/31/14",2014,3.301645,2.346308,0.579453,0.380223,15.134328,13.043532,1.19442082911862,0,0.852843028911388,0,-0.545670723891815,0,-0.966997356280934,0,8.32950952288217,0,8.66751544335663,0
"873","APH",65820,"12/31/15",2015,3.817929,2.841134,0.560442,0.377226,18.770132,16.257687,1.33970812900702,0,1.04420326825042,0,-0.579029520860822,0,-0.974910801648166,0,8.33038642276098,0,8.66806840194606,0
"874","APH",65820,"12/31/16",2016,2.196184,1.542625,0.561921,0.354254,20.093664,17.104683,0.786721308843946,0,0.433485510791211,0,-0.576394008364267,0,-1.03774110901426,0,8.33070544746419,0,8.66821406702632,0
"875","APH",65820,"12/31/17",2017,2.947955,2.122515,0.595818,0.354122,17.967497,15.510293,1.08111170962442,0,0.752601706316202,0,-0.51782002767895,0,-1.03811379245223,0,8.33019290570013,0,8.6679398486412,0
"876","APH",65820,"12/31/18",2018,1.86497,1.257904,0.595397,0.355474,19.617502,16.6706,0.623244967175516,0,0.229446843760647,0,-0.518526869042648,0,-1.03430316884101,0,8.33059068489886,0,8.66813941674467,0
"877","APIC",34899,"7/31/15",2015,2.358169,2.240967,0.423933,0.027872,-1.553749,-1.634215,0.857885470454491,0,0.806907469141425,0,-0.858179855104401,0,-3.58013267831204,0,8.32547472184748,0,8.66498641135261,0
"885","APPF",959861,"12/31/15",2015,1.627093,1.440166,0.19655,5.592523,-0.30444,-0.513261,0.486794987021254,0,0.364758384721715,0,-1.62683842711427,0,1.72143052702456,0,8.32577734100866,0,8.66517978176183,0
"886","APPF",959861,"12/31/16",2016,1.508356,1.342774,0.247356,5.484177,0.051304,-0.2858,0.411020315995176,0,0.294737623410222,0,-1.39692668447709,0,1.70186703689038,0,8.32586349585632,0,8.66521901540706,0
"887","APPF",959861,"12/31/17",2017,2.251673,2.061559,0.228294,0,0.743682,0.315071,0.811673495471407,0,0.723462492692214,0,-1.47712100700068,0,-Inf,0,8.32603115617183,0,8.66532264932976,0
"888","APPF",959861,"12/31/18",2018,3.827952,3.410591,0.477379,0.283457,1.116089,0.640858,1.34232993432714,0,1.22688559006132,0,-0.739444554314714,0,-1.26069484280323,0,8.32612132343102,0,8.66537883424623,0
"973","ARRS",445801,"12/31/10",2010,6.931212,5.612197,0.291427,0.142277,10.570641,6.886899,1.93603468968492,0,1.72494226497407,0,-1.23296573337059,0,-1.94997941730832,0,8.32840774245092,0,8.66645541056579,0
"974","ARRS",445801,"12/31/11",2011,5.445121,4.252078,0.326721,0.154148,10.110845,5.918752,1.69471997836024,0,1.44740780462001,0,-1.11864868328574,0,-1.86984209910975,0,8.32829666963503,0,8.66628861528446,0
"975","ARRS",445801,"12/31/12",2012,2.481359,1.938649,0.316884,0.620451,10.888767,6.886912,0.908806393959525,0,0.66199133872929,0,-1.14921950267317,0,-0.477308646029388,0,8.32848458485666,0,8.66645541280528,0
"976","ARRS",445801,"12/31/13",2013,1.532421,1.031361,0.694821,0.403583,4.929594,1.001262,0.426848837744193,0,0.0308792892380123,0,-0.364101020546896,0,-0.907373112301588,0,8.32704418245242,0,8.66544098550015,0
"977","ARRS",445801,"12/31/14",2014,1.897577,1.278522,0.612712,0.353058,11.51649,6.281309,0.640577809174459,0,0.245704723266287,0,-0.489860274000832,0,-1.04112292959658,0,8.32863619219468,0,8.66635108095497,0
"989","ARW",445806,"12/31/10",2010,1.631462,1.157935,0.661353,0.189824,11.252576,10.242376,0.489476545330402,0,0.146638246314591,0,-0.413467542344366,0,-1.66165795190672,0,8.32857245462064,0,8.66703328703886,0
"990","ARW",445806,"12/31/11",2011,1.774367,1.232406,0.626083,0.199578,9.965094,8.988582,0.573443739605135,0,0.208968356277697,0,-0.468272328811607,0,-1.61155014162037,0,8.32826145802349,0,8.66681739912248,0
"991","ARW",445806,"12/31/12",2012,1.571277,1.086223,0.63031,0.180965,8.714045,7.581786,0.451888664545564,0,0.0827065411320436,0,-0.461543517128036,0,-1.70945163658048,0,8.32795916928755,0,8.66657511064331,0
"992","ARW",445806,"12/31/13",2013,1.619362,1.161906,0.653025,0.186554,8.015966,6.869959,0.482032244513516,0,0.150061760148936,0,-0.426139865599348,0,-1.67903453757218,0,8.32779045397675,0,8.66645249233069,0
"993","ARW",445806,"12/31/14",2014,1.547204,1.103834,0.665556,0.167374,8.933448,7.588033,0.436449431028959,0,0.0987895742305162,0,-0.407132497429452,0,-1.78752444959656,0,8.32801218985062,0,8.66657618667615,0
"994","ARW",445806,"12/31/15",2015,1.516883,1.062475,0.677866,0.186194,7.747365,6.597049,0.416657571485645,0,0.0606010921278492,0,-0.388805650693118,0,-1.68096613807404,0,8.32772552952623,0,8.66640547725241,0
"995","ARW",445806,"12/31/16",2016,1.54229,1.088468,0.685661,0.196402,7.241058,6.184792,0.43326832490355,0,0.0847712030058493,0,-0.37737194249425,0,-1.62759169981423,0,8.32760313689697,0,8.66633445222915,0
"996","ARW",445806,"12/31/17",2017,1.560693,1.11872,0.696272,0.199835,7.291026,6.353361,0.4451299533894,0,0.112185174604924,0,-0.362014890394243,0,-1.61026325293389,0,8.32761521662771,0,8.66636349447336,0
"997","ARW",445806,"12/31/18",2018,1.548082,1.075578,0.697693,0.195979,6.508611,5.640785,0.437016745340818,0,0.0728581915031326,0,-0.359976101052735,0,-1.62974776834897,0,8.32742605157406,0,8.66624072115147,0
"1030","ASYS",819674,"9/30/11",2011,2.164158,1.01281,0.405771,2.56564,1.561254,1.467533,0.772031371257922,0,0.0127286459767244,0,-0.901966317919339,0,0.942207960170189,0,8.32622909620527,0,8.66552138766503,0
"1031","ASYS",819674,"9/30/12",2012,2.380676,1.272254,0.348553,3.992958,-0.292893,-0.39081,0.867384480966918,0,0.240790130518019,0,-1.05396498000027,0,1.38453230961855,0,8.32578013760254,0,8.66520090293249,0
"1032","ASYS",819674,"9/30/13",2013,2.036943,1.016742,0.397884,4.640961,-0.338521,-0.430179,0.711450154526205,0,0.0166033975667184,0,-0.921594773466061,0,1.53492145686239,0,8.3257690868091,0,8.66519411235169,0
"1033","ASYS",819674,"9/30/14",2014,1.974439,1.094369,0.403942,0,-0.151266,-0.234345,0.680284307370152,0,0.0901779414615679,0,-0.906483975683771,0,-Inf,0,8.32581443792763,0,8.66522789041709,0
"1034","ASYS",819674,"9/30/15",2015,2.17678,1.024612,0.420936,0.074664,-0.090503,-0.204592,0.777846720646088,0,0.0243140043419472,0,-0.865274475858191,0,-2.59475723071869,0,8.3258291536215,0,8.66523302220844,0
"1035","ASYS",819674,"9/30/16",2016,2.178541,1.190022,0.44829,0.086389,0.104279,0.003261,0.77865538668745,0,0.173971794347506,0,-0.802314934560726,0,-2.44889492609216,0,8.3258763248209,0,8.66526887191677,0
"1036","ASYS",819674,"9/30/17",2017,1.827554,0.856588,0.527807,0.044332,0.640349,0.557592,0.602978460768858,0,-0.154798222771277,0,-0.639024592401391,0,-3.11604851506873,0,8.32600613572369,0,8.66536447457128,0
"1037","ASYS",819674,"9/30/18",2018,2.753251,1.745697,0.376933,0.055781,0.659516,0.596734,1.01278239526997,0,0.557153902838786,0,-0.975687826160881,0,-2.88632196937088,0,8.32601077675624,0,8.66537122484793,0
"1086","ATVI",243,"12/31/09",2009,1.927004,1.58915,0.21729,0.109616,72.31921174,48.54982858,0.655966465195513,0,0.463199282092352,0,-1.52652241210679,0,-2.21077192972159,0,8.34321335633506,0,8.67360699334915,0
"1087","ATVI",243,"12/31/10",2010,1.616216,1.4125,0.241243,0.120125,72.31921174,48.54982858,0.480087614533088,0,0.345361184038459,0,-1.42195055472804,0,-2.11922241169168,0,8.34321335633506,0,8.67360699334915,0
"1088","ATVI",243,"12/31/11",2011,1.906495,1.63302,0.209761,0.110056,72.31921174,48.54982858,0.645266477705171,0,0.490431061310757,0,-1.56178649162495,0,-2.20676595182344,0,8.34321335633506,0,8.67360699334915,0
"1089","ATVI",243,"12/31/12",2012,2.182127,1.91629,0.203028,0,72.31921174,48.54982858,0.780300089200165,0,0.650391025089092,0,-1.59441137841748,0,-Inf,0,8.34321335633506,0,8.67360699334915,0
"1090","ATVI",243,"12/31/13",2013,2.461538,2.059459,0.527405,0.334927,27.924528,25.886792,0.900786357838172,0,0.722443326951238,0,-0.639786524637659,0,-1.09384268135076,0,8.33259092249449,0,8.66972315150078,0
"1091","ATVI",243,"12/31/14",2014,2.410096,2.032793,0.50601,0.295315,6.30198,5.856436,0.879666580734106,0,0.709410709491717,0,-0.681198847044104,0,-1.21971269572144,0,8.32737608827072,0,8.66627787834323,0
"1092","ATVI",243,"12/31/15",2015,1.297204,0.958254,0.470812,0.267218,7.141414,6.661616,0.260211179010872,0,-0.0426424004541608,0,-0.753296415390681,0,-1.31969047431912,0,8.32757904759065,0,8.66641660061556,0
"1093","ATVI",243,"12/31/16",2016,1.818524,1.497364,0.477481,0.280025,10.471963,6.598131,0.598025183048222,0,0.40370622885321,0,-0.739230910428934,0,-1.27287639408433,0,8.32838390586846,0,8.66640566365638,0
"1094","ATVI",243,"12/31/17",2017,1.779962,1.537265,0.493143,0.235162,15.047945,8.965753,0.576592015761508,0,0.430004863488012,0,-0.706956086147036,0,-1.44748064063649,0,8.3294886792795,0,8.6668134678172,0
"1095","ATVI",243,"12/31/18",2018,2.311128,1.990916,0.363218,0.149762,35.169014,28,0.83773571703666,0,0.688594834337698,0,-1.01275207401166,0,-1.89870791164117,0,8.33433205243399,0,8.67008593751938,0
"1127","AVGO",686523,"11/30/18",2018,3.89521,3.257913,0.468179,0.348994,15.907643,9.409236,1.35974759314533,0,1.18108680632423,0,-0.758904577558318,0,-1.05270054890457,0,8.32969609893305,0,8.66688983576651,0
"1128","AVGO_old",378100,"10/31/11",2011,3.98,3.305714,0.179886,0.002453,186.25,147,1.38128181929635,0,1.19565248627979,0,-1.71543196206553,0,-6.01044351370579,0,8.36996847165971,0,8.69030580912488,0
"1129","AVGO_old",378100,"10/31/12",2012,4.887283,4.118497,0.154787,0.001048,742,587,1.58663652534884,0,1.41548829097836,0,-1.86570530068114,0,-6.86087169308329,0,8.49110585665292,0,8.76170676846664,0
